Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	TCGA-HT-8563	TCGA-DU-6542	TCGA-HW-8321	TCGA-HT-7603	TCGA-HT-7686	TCGA-HT-7689	TCGA-TM-A84Q	TCGA-HT-7604	TCGA-HT-A74O	TCGA-WY-A859	TCGA-P5-A780	TCGA-TM-A84I	TCGA-QH-A6X3	TCGA-HT-7873	TCGA-DU-7304	TCGA-TM-A7C4	TCGA-DU-7010	TCGA-HT-7855	TCGA-CS-6665	TCGA-S9-A6TV	TCGA-DB-A4XE	TCGA-DU-5872	TCGA-CS-4942	TCGA-HT-A614	TCGA-DU-A7T8	TCGA-TQ-A8XE	TCGA-FG-8188	TCGA-DU-7298	TCGA-DH-A66B	TCGA-TM-A7CF	TCGA-WH-A86K	TCGA-DU-8167	TCGA-E1-5322	TCGA-TQ-A7RV	TCGA-E1-A7YI	TCGA-TQ-A7RR	TCGA-TQ-A7RH	TCGA-S9-A7J0	TCGA-HT-8108	TCGA-FG-A87N	TCGA-DU-7301	TCGA-S9-A6U6	TCGA-HT-7485	TCGA-CS-4943	TCGA-E1-5305	TCGA-IK-7675	TCGA-E1-5307	TCGA-FG-A6J3	TCGA-HT-7479	TCGA-HT-A616	TCGA-DU-A5TS	TCGA-DU-A7TA	TCGA-TM-A84H	TCGA-FG-8185	TCGA-DB-A4XB	TCGA-HT-A5R5	TCGA-E1-5304	TCGA-DU-6407	TCGA-P5-A5EZ	TCGA-DU-7007	TCGA-DH-A7UU	TCGA-HT-7676	TCGA-S9-A6WG	TCGA-S9-A6WO	TCGA-DB-5275	TCGA-P5-A5F2	TCGA-WY-A858	TCGA-HT-A61B	TCGA-FG-A70Y	TCGA-DU-7309	TCGA-DB-5277	TCGA-P5-A5EV	TCGA-FG-A4MT	TCGA-FG-6691	TCGA-HT-7690	TCGA-HT-8013	TCGA-CS-5393	TCGA-E1-A7YE	TCGA-QH-A6CW	TCGA-FG-A4MY	TCGA-P5-A72U	TCGA-P5-A72W	TCGA-DB-A4X9	TCGA-E1-A7YW	TCGA-S9-A7R8	TCGA-DU-A6S7	TCGA-VM-A8C8	TCGA-HT-7858	TCGA-DB-A75L	TCGA-DH-A7UT	TCGA-DU-7306	TCGA-HT-7473	TCGA-DU-5871	TCGA-WY-A85C	TCGA-DU-7015	TCGA-S9-A7IS	TCGA-TQ-A7RW	TCGA-TQ-A7RF	TCGA-QH-A6X9	TCGA-DB-5281	TCGA-DH-A7UV	TCGA-RY-A845	TCGA-DU-A7TC	TCGA-DU-6395	TCGA-CS-4944	TCGA-S9-A7QW	TCGA-CS-6666	TCGA-S9-A89Z	TCGA-P5-A5F4	TCGA-DU-A5TW	TCGA-DU-8166	TCGA-S9-A7R3	TCGA-HT-7606	TCGA-TM-A84T	TCGA-DU-5855	TCGA-DU-A5TR	TCGA-DB-A64X	TCGA-WY-A85D	TCGA-DB-5270	TCGA-DU-7299	TCGA-P5-A5F1	TCGA-S9-A7IZ	TCGA-DB-A75O	TCGA-VM-A8CF	TCGA-DU-6408	TCGA-RY-A83Z	TCGA-TQ-A7RK	TCGA-HT-7475	TCGA-HT-7482	TCGA-E1-5303	TCGA-HT-7610	TCGA-DU-A5TU	TCGA-DU-6396	TCGA-VV-A86M	TCGA-CS-4938	TCGA-P5-A731	TCGA-DB-A4XF	TCGA-S9-A6TS	TCGA-QH-A6XA	TCGA-TQ-A7RM	TCGA-DU-7008	TCGA-P5-A5EU	TCGA-HT-7476	TCGA-FG-A711	TCGA-S9-A7QX	TCGA-VM-A8CH	TCGA-DB-A4XD	TCGA-HT-A74J	TCGA-E1-A7YV	TCGA-HT-7477	
Amplification Peak 11 - CN values	12p13.32	chr12:3862590-4010316(probes 200455:200476)        	chr12:3910007-4000793(probes 200463:200475)        	chr12:1-11995243(probes 200141:201403)             	2.3823e-11	 2.7988e-10		Actual Copy Change Given	0.023847	-0.13574	-0.0071958	-0.00097017	0.23132	0.070386	0.11635	2.1173	0.038771	0.36657	0.028622	1.9039	0.033831	0.75427	0.17076	0.065799	0.018523	0.024798	-0.4642	0.012097	0.42083	0.027919	0.10322	3.6569	0.15606	0.0094955	-0.0079567	0.005212	0.013492	0.013354	0.0086135	0.09827	0.0044411	0	0.82706	0.40361	0.26828	1.694	-0.015604	-0.0024903	-0.0056757	0.0022193	-0.0062286	3.0813	0.0081959	0.019942	0.0013868	3.6569	0.053664	0.02806	1.414	0.37743	-0.0022168	1.5106	0.061179	-0.00041585	3.1301	0.00097064	0.045424	3.6569	0.042166	-0.0012473	0.00055459	0.37364	0.83451	-0.017094	0.10118	0.023286	-0.0045695	0.0064779	1.6563	0.068235	0.0093627	0.83746	0.02539	0.14822	0.1492	0	0.20349	-0.01037	-0.0020784	-0.0042929	0.00013863	0.36707	0.010285	-0.082137	0.0081981	-0.017529	-0.04428	0.1646	0.15009	0.51996	0.24373	0.026514	0	-0.091552	0.0095883	-0.7462	0.0055529	0.40311	0.0043021	0.018243	-0.024798	1.4999	-0.024661	0.010953	-0.0034627	0.068819	-0.056577	0.013911	0.068378	0.0090312	-0.0023838	-0.011634	0.010006	0.018523	0.04429	-0.005814	0.0282	1.6498	0.00027728	0.38287	-0.011731	0.0043021	0.76159	0.86649	0.80714	-0.00048418	-0.0060904	0.68999	0.016286	2.2984	0.64213	-0.0058048	0.067521	0.0056919	-0.043737	0.006109	0.00079421	-0.0033243	0.6818	0.036512	0.010424	0.12564	0.40266	-0.008056	0.029044	0.027216	-0.29414	0.12255	
Amplification Peak 12 - CN values	12p13.31	chr12:8474547-10226981(probes 200998:201192)      	chr12:9244480-9590930(probes 201107:201108)        	chr12:1-11995243(probes 200141:201403)             	5.1518e-07	   0.011331		Actual Copy Change Given	0.023847	-0.13574	-0.0071958	-0.00097017	0.23132	0.070386	0.11635	2.1173	-0.0069195	0.26797	0.028622	1.7825	-0.005814	0.75427	0.17076	0.065799	0.042024	0.0083351	-0.48916	0.012097	0.45854	0.027919	0.10322	2.1481	0.15606	0.0094955	-0.0079567	0.013708	0.013492	0.013354	0.0086135	0.0083204	0.0044411	0	0.72074	0.40361	0.26828	2.5009	-0.027873	-0.0024903	-0.0056757	0.0022193	-0.0062286	3.6569	0.0081959	0.019942	0.0013868	3.1967	0.053664	-0.0071256	1.414	0.37743	-0.0022168	0.0052418	0.025615	-0.00041585	0.14102	0.00097064	0.045424	3.6569	-0.015329	-0.0012473	0.00055459	0.21997	0.83451	-0.0063668	0.10118	0.029044	-0.0045695	0.0064779	1.6563	0.068235	0.0093627	0.61208	0.02539	0.14822	0.1492	0	0.0033096	-0.01037	-0.0020784	0.018803	0.00013863	0.36707	0.010285	-0.082137	0.0081981	-0.12069	-0.04428	0.1646	-0.0040162	0.51996	0.011539	-0.014366	0	-0.091552	0.0095883	-0.68805	0.0055529	0.017544	0.0043021	0.018243	0.012237	1.4726	0.012795	0.010953	-0.12056	0.044147	-0.056577	0.013911	0.068378	0.0090312	-0.0023838	-0.011634	0.010006	0.018523	0.04429	-0.005814	0.0282	-0.067473	0.00027728	0.37101	-0.011731	0.0043021	0.76159	0.84393	0.018383	-0.00048418	-0.0060904	0.013911	-0.0038115	2.2984	0.64213	-0.0058048	0.067521	0.0056919	-0.043737	0.006109	0.00079421	-0.0033243	0.026373	-0.87385	0.010424	-0.585	0.40266	-0.008056	0.086088	0	-0.29414	0.12255	
Amplification Peak 13 - CN values	12p12.1 	chr12:19224645-26875903(probes 202268:203219)    	chr12:24242339-24282176(probes 202914:202918)    	chr12:20992408-25474553(probes 202493:203048)    	0.063121	   0.063121		Actual Copy Change Given	0.023847	-0.13574	-0.0071958	-0.00097017	0.23132	0.070386	0.043834	1.474	-0.0069195	0.18935	0.028622	2.7407	-0.005814	2.197	0.095798	0.065799	0.2061	0.0083351	-0.44519	0.012097	0.40527	-0.016429	0.10322	0.81318	0.15606	0.0094955	-0.0079567	0.00090787	0.013492	0.013354	0.0086135	0.01433	0.0044411	0	0.91057	0.40361	0.059508	1.849	-0.027873	-0.0024903	0.049398	0.0022193	-0.027945	3.2249	0.0081959	0.0375	0.0013868	0.68663	0.023986	-0.0071256	0.57537	0.04549	-0.0022168	0.012795	-0.0011637	-0.00041585	0.26344	0.00097064	-0.16904	3.6569	-0.015329	-0.0012473	0.00055459	0.29421	0.92411	-0.031603	0.10118	0.029044	-0.0045695	0.0064779	0.8903	0.02539	0.0093627	-0.0085766	-0.73108	0.081239	0.081899	0	0.0033096	-0.01037	-0.0020784	-0.15336	0.00013863	0.31386	0.010285	-0.082137	-0.0041367	-0.025072	-0.04428	0.1202	-0.0040162	0.4563	0.011539	0.022304	0	-0.027945	0.0095883	-0.078795	0.0022793	0.017544	0.0043021	0.018243	0.012237	1.012	0.012795	0.010953	-0.019177	0.061661	-0.056577	0.013911	0.026092	-0.010156	-0.0023838	-0.0059522	0.0019418	0.0026932	0.031014	-0.005814	0.0282	1.6384	-0.0024938	0.0044411	0.02602	0.0043021	0.010564	0.033248	-0.0099565	0.04883	-0.021713	-0.037176	-0.0038115	1.569	-0.0087146	-0.0058048	0.039093	0.0056919	-0.043737	0.006109	0.00079421	-0.00055444	0.026373	-0.87385	0.010424	0.11169	-0.40745	-0.020824	0.048546	0	-0.29414	0.22299	
Amplification Peak 14 - CN values	12q14.1 	chr12:57681691-57757189(probes 206176:206185)    	chr12:57690318-57750881(probes 206177:206184)    	chr12:57433623-59161358(probes 206138:206402)    	5.7894e-11	 5.7894e-11		Actual Copy Change Given	1.1877	-0.31319	-0.0071958	-0.00097017	-0.70917	-0.23031	-0.054181	-0.089169	-0.0069195	-0.73134	-0.012672	3.6569	-0.005814	-0.021149	0.0062481	-0.015604	-0.42462	0.0083351	1.8664	-0.86281	-0.0013858	0.029606	-0.00027724	0.41061	-0.020412	0.0094955	-0.0079567	0.53477	-0.40601	-0.091949	-0.3326	-0.42757	0.0044411	0	-0.010232	-0.69061	0.0013868	0.053237	-0.21997	-0.0024903	-0.05469	0.0022193	-0.027945	0.045141	0.58059	3.6569	0.0013868	3.6569	-0.024524	-0.0071256	-0.013842	0.3129	-0.0022168	-0.037762	-0.0011637	-0.00041585	-0.36759	0.00097064	3.0926	-0.38873	-0.015329	-0.0012473	0.00055459	-0.00041585	-0.30803	-0.031603	-0.006918	0.57952	-0.0015243	0.01163	-0.33341	0.061365	0.0093627	-0.0041546	-0.17891	-0.073285	-0.00027724	0	0.0033096	-0.088242	3.6569	-0.28049	0.00013863	-0.0024938	0.010285	-0.082137	-0.40517	-0.025072	-0.038714	-0.11221	-0.0040162	-0.0067813	-0.24487	0.023145	0	-0.084926	0.0095883	-0.078795	0.0022793	0.00027728	0.0043021	-0.13031	0.020903	-0.0095426	0.012795	0.010953	0.062937	0.062948	-0.57368	-0.026714	0.0020805	-0.016154	-0.0023838	-0.0059522	0.0019418	0.010146	-0.049154	-0.005814	-0.0071958	0.02806	-0.035993	0.0044411	-0.061538	0.0043021	0.043865	0.033248	-0.0099565	-0.0084385	0.006109	0.0056919	-0.0038115	-0.66309	-0.0087146	-0.034993	0.0015279	0.0037465	-0.049154	0.006109	0.00079421	-0.0089906	-0.13147	-0.87385	-0.018353	0	-0.40745	-0.020824	-0.060883	0	3.6569	0.40044	
Amplification Peak 15 - CN values	12q24.31	chr12:113430907-133275309(probes 212435:214579)	chr12:122852834-123189404(probes 213503:213540)	chr12:122852834-123215642(probes 213503:213543)	0.1486	     0.1486		Actual Copy Change Given	1.2016	0.62571	-0.015753	-0.00097017	-0.41696	-0.041295	0.084322	0.73038	-0.0069195	-0.013677	0.011121	-0.99302	0.017684	0.011488	0.018943	-0.0017732	-0.052531	-0.17056	-0.013815	-0.85543	-0.0032789	0.016425	-0.00027724	-0.0027707	-0.020412	0.0094955	-0.0079567	-0.12049	-0.42974	0.39978	-0.34141	-0.12862	0.0044411	0	-0.020687	-0.69318	0.0282	-0.10684	-0.06786	-0.0024903	-0.039665	-0.00251	0.0066653	-0.0041546	0.75968	-0.077478	0.0013868	-0.0051227	-0.024524	-0.0051227	-0.057411	0.33934	-0.024388	-0.031359	0.031803	0.13643	-0.34389	0.00097064	-0.28442	-0.3685	-0.015329	-0.0012473	-0.00047316	0.0068044	-0.052531	-0.031603	-0.006918	0.050534	-0.0019399	-0.028266	-0.33121	0.00458	0.018803	0.014051	-0.16244	0.018443	-0.00027724	0.016985	0.011664	-0.088242	0.0015255	-0.27929	0.00013863	0.041883	0.65167	-0.082137	-0.42654	-0.025072	0.01433	-0.11809	1.4965	-0.0067813	-0.24156	0.027778	-0.017116	-0.092595	-0.00027724	-0.080393	0.010842	0.011958	0.0043021	-0.13031	-0.027535	0.011818	-0.024114	0.0038854	0.25918	0.094212	-0.18546	0.0051359	0.0010244	-0.016154	-0.0054277	-0.0059522	0.0019418	0	-0.042517	0.64268	-0.0071958	-0.02562	-0.033541	-0.029927	-0.016687	0.001803	0	0.030853	-0.0099565	-0.012713	-0.017529	0.24016	0.0037465	-0.94306	0.32431	-0.034993	0	0.0037465	-0.049289	-0.005814	-0.0058516	-0.019863	-0.017941	0.10089	-0.016979	0	-0.40745	-0.020824	-0.060883	0.039337	-0.30792	0.024829	
Amplification Peak 16 - CN values	13q33.3 	chr13:107953396-110958534(probes 224084:224420)	chr13:107962021-108071588(probes 224085:224096)	chr13:106348575-110973573(probes 223898:224422)	0.0029874	  0.0029874		Actual Copy Change Given	0.43007	0.020623	0.0282	-0.037626	-0.0038779	-0.67619	0.013741	0.64048	-0.061555	0.0073609	0.060936	-0.16891	0.00041593	1.5694	-0.016567	0.01636	-0.75089	0.0011093	-0.065581	0.0069476	-0.11091	-0.025483	-0.0073339	0.092605	-0.41447	-0.0038318	-0.05233	-0.75577	0.047552	0.021603	-0.059538	-0.38582	-0.29485	-0.043794	0.038065	-0.06585	-0.69791	-0.60671	-0.015604	0.0055564	0.23566	0.0097276	0.0095883	0.128	0.0040243	0.026373	0.014364	-0.46768	-0.024935	-0.034223	-0.34173	-0.321	-0.018765	0.013492	-0.0068361	-0.0038779	-0.82064	-0.068797	-0.15515	0.018943	-0.54995	-0.0076101	-0.0083958	-0.00027724	0.17877	0.020513	-0.043872	-0.5038	-0.0099565	0.015958	0.15651	-0.07361	0.0054139	-0.0123	-0.72994	-0.013894	-0.0037395	-0.77337	-0.14234	-0.0123	-0.0023553	-0.86595	-0.011661	-0.11835	-0.0077482	-0.16917	-0.0034742	-0.076145	0.017404	-0.090758	0.0015255	0	-0.25341	0.030451	0.7467	0.039619	-0.00041585	0.016721	0.741	-0.027808	-0.0063668	-0.0047079	0.015028	-0.020824	0.0073609	0	-0.16536	3.6569	-0.35473	-0.016841	-0.0060904	0.010424	-0.11079	0.72678	-0.01354	0.0020805	0.029626	-0.005261	0.022024	0.00041593	-0.020412	0.14503	-0.051974	-0.31412	-0.17768	-0.34712	0.0068044	0.061222	-0.67407	-0.20796	-0.0055375	0.65811	-0.0040162	-0.0064958	-0.0063645	-0.020549	0.016006	-0.1351	-0.031669	0.47306	-0.12849	0.99367	0.22746	-0.005261	-0.070356	-0.0023553	0.018663	-0.0030475	0.0044411	-0.44545	
Amplification Peak 17 - CN values	15q26.3 	chr15:98333230-99249595(probes 242170:242272)    	chr15:98867884-99148671(probes 242232:242260)    	chr15:98333396-99269402(probes 242171:242274)    	0.036033	   0.036033		Actual Copy Change Given	0.001803	-0.03885	0.1939	-0.11531	-0.029994	0.049398	-0.12554	-0.029311	0.012097	0.0049969	0.9045	-0.025072	0.010146	-0.056357	-0.012989	-0.023566	-0.029434	-0.045093	-0.035799	-0.020275	-0.0085766	-0.042517	0.0083351	0.010842	-0.019864	0.0058772	0	0.18291	-0.028765	-0.14284	-0.023566	-0.10197	-0.0083005	0.0016642	-0.011328	0.64671	-0.029844	-0.017803	0.41329	0.0047225	-0.031496	-0.0044312	-0.13208	0.45156	0.0016642	-0.043059	0.003191	-0.37324	-0.021784	0.0056919	0.0041361	0.0079175	-0.020687	0.020483	0.013856	-0.00759	0.12138	0.013213	0.22176	-0.39074	-0.0071958	0.0013868	-0.006685	-0.05496	-0.034495	0.3361	-0.00055292	-0.39586	-0.033269	-0.035904	0.5142	-0.13018	-0.013677	0.012376	-0.0013858	-0.0069983	0.0055529	-0.10145	-0.10323	0.53538	0.0097276	0.010564	0.010564	-0.00097017	-0.044551	-0.093271	-0.092505	0.0023581	0.017264	-0.42353	0.46998	0.0048579	-0.041702	-0.071606	-0.012013	0.7134	0.2153	-0.006075	-0.031496	-0.3933	-0.0077944	0.0067637	-0.022469	-0.030677	-0.011887	-0.0042929	0.95304	-0.15987	-0.029175	0.0091705	0.012376	-0.0031859	-0.34907	-0.0062286	0.010006	-0.024083	0.013505	-0.79811	-0.005261	-0.005814	-0.039665	0.43926	-0.0084212	-0.37358	-0.011749	0.016825	-0.036265	-0.0077482	-0.033814	-0.0029091	0.0043761	0.29421	-0.275	-0.32286	0.007085	0.010982	-0.012435	-0.37865	-0.0079633	-0.043602	-0.011903	-0.91462	-0.0051227	0.0021162	0.0010192	-0.013953	0.17513	0.0034687	3.6569	-0.23202	
Amplification Peak 18 - CN values	17q25.3 	chr17:59567813-83257441(probes 255366:257891)    	chr17:81510994-81607097(probes 257730:257740)    	chr17:81510994-81623959(probes 257730:257743)    	0.21726	    0.21726		Actual Copy Change Given	-0.0041546	-0.0094046	-0.64734	-0.0011087	-0.017529	-0.1508	0.021012	0.024829	0.016565	-0.05752	-0.05037	-0.0015243	0.023145	-0.041481	0.81103	-0.030677	0.19588	0.089416	0.29979	0.00041593	-0.018729	0.027497	0.015308	0.00027728	-0.11456	0.067136	0.014957	0.068313	-0.038442	0.0030764	0.0011093	0.023847	0.010982	0.0084743	-0.0052774	0	-0.013677	0.46553	-0.010094	0.060654	-0.067726	0.011261	0.010006	0.029466	0.040751	0.74674	-0.0087146	-0.034768	0.071822	0.0030579	-0.12826	-0.048748	1.9875	-0.023977	0.81915	-0.0022128	0.07743	0.047552	-0.10933	0.0073609	-0.020138	0.00097064	1.161	0.027076	-0.030813	0.015447	0.010983	-0.0096806	-4.4437e-05	0.015538	0.052668	0.083204	0.01419	0.019083	0.0022193	0.056289	0.016146	-0.020001	0.03805	-0.20697	-0.0019399	-0.076545	0.010146	0.00013863	0	0.22777	0.0049991	0.11052	0.018103	0.0084743	-0.0044312	0.0012481	0.027919	0.00027728	0.022865	0.65185	0.024689	-0.02122	0.01419	-0.23631	0.0022193	0.014888	-0.024388	0.03369	0.79007	0.044999	0.071822	-0.0084283	-0.032541	0.027216	0.015308	-0.019748	0.007054	-0.0049844	0.040609	0.013911	-0.26552	0.016006	0.0091705	-0.045635	0.0087528	-0.0024938	0.024145	0.034818	0.039902	0.014171	1.4452	-0.015604	0.036512	0.0013868	0.016565	-0.03054	0.034395	-0.0067722	0.72244	0.047552	0.81267	0.17694	-0.003362	0.44833	-0.020275	-0.012438	-0.0020784	0.013353	0.023335	0.67752	0.059651	0.018127	0	0.24914	
Amplification Peak 19 - CN values	19p13.3 	chr19:706033-835865(probes 265625:265633)            	chr19:715431-826419(probes 265626:265632)            	chr19:556633-979695(probes 265609:265648)            	0.015172	   0.015172		Actual Copy Change Given	-0.012162	0.015447	-0.024893	0	-0.25515	-0.034359	1.433	0.038065	0.14831	-0.075612	-0.063301	-0.021098	-0.0055537	2.1672	0.0041632	-0.032996	-0.1126	0.00041593	-0.022469	1.1427	-0.035176	0.035665	0.023987	-0.081738	-0.033814	0.0746	0.28572	0.34918	-0.083333	1.2179	-0.033541	0.032845	0.0041632	0.063223	-0.064777	-0.36816	0.003191	-0.063166	-0.014228	-0.027394	-0.02603	-0.0085766	0.0093098	0.012237	0.040185	-0.10906	-0.034631	-0.076175	0.011818	0.017264	-0.05943	-0.054825	-0.20187	-0.046041	0.036456	0.0036076	0.44037	0.037924	-0.12551	-0.018765	0.52608	0.0019418	0.26687	0.029888	-0.059404	-0.0020784	0.021045	0.35169	0.52171	-0.017439	-0.16701	0.045849	0.041741	0.021183	-0.013953	0.018023	0.026233	0.056798	0.046543	0.011679	0.41178	-0.10946	0.0081959	-0.00069303	0.012376	-0.029898	0.0027767	0.048688	0.39712	0.018803	0.76715	0.0077783	0.044007	-0.014366	0.098706	-0.091287	0.022164	0.053537	0.022164	-0.050506	-0.011194	0.0086135	-0.10606	0.026373	-0.016429	0.046275	0.15681	0.033137	-0.034213	0.04259	0.022865	-0.031038	-0.68835	-0.031359	-0.044009	0.0081959	-0.0092666	-0.0066432	0.037076	-0.044415	0.001803	1.6546	-0.050759	-0.05496	0.025812	0.0060898	-0.076812	-0.077745	-0.005261	0.024829	0.028763	-0.037626	0.031718	-0.0091195	0.0069458	0.070099	-0.29094	-0.023703	-0.0037771	-0.12161	-0.058596	-0.92264	-0.019032	0.0097276	0.033517	-0.035312	0.47461	0.059045	-0.040888	0.14741	
Deletion Peak  1 - CN values	1q44    	chr1:234961006-248956422(probes 21668:23150)    	chr1:246929224-247459592(probes 23062:23122)    	chr1:244691520-248956422(probes 22816:23150)    	0.034051	   0.034051		Actual Copy Change Given	0.00055459	-0.74786	0.0086135	-0.0023553	-0.0067596	0.046842	-0.049454	-0.016124	-0.11195	0.0081959	-0.32333	-0.18476	0.0023581	-0.0073019	0.10253	-0.00055444	0.34404	-0.083997	0.34958	0	0.00069327	0.011121	0.0012481	0.021884	0.01152	0.0057382	-0.00034789	0.0024341	-0.016567	0.072684	0.34762	-0.097627	-0.2201	0.0022193	0.020763	0.0023581	0.039478	-0.2463	0.015028	0	0.022304	0	-0.80617	-0.83349	-0.0050849	-0.01904	0	-0.25431	0.0029133	-0.011335	-0.27035	-0.40959	-0.024251	-0.17031	0.0039692	0.0037465	0.25715	0.006109	-0.091552	0.030451	-0.035645	0.001803	-0.0083005	-0.0036011	0.016565	0.0018715	-5.825e-05	0.0087528	0.0056919	0.038157	0.54277	-0.050911	-0.00041585	-0.0073031	0.0058309	-0.00021772	0	0.012655	-0.82343	0.010146	0.012237	0.03637	0.0036076	-0.057771	0.00097064	0.032563	0.0051381	0.0026357	0.0011093	0.021323	-0.016906	0.038347	-0.28167	0.031859	-0.52534	0.034395	-0.4292	-0.78714	-0.00076396	-0.016979	0.0087528	-0.0015048	-0.035585	-0.10066	-0.0049844	-0.0063668	0.04429	0.53873	-0.34733	-0.064374	-0.006505	0	0.021014	-0.16103	0.0048579	0.008892	0.00055459	0.0055529	-0.0056757	0.0073609	0.0062481	-0.0011343	0.02078	0.3856	0.0065262	0.041922	-0.033677	0.52814	-0.0078863	-0.00069303	0.00083195	-0.022881	-0.31213	0.0051451	0.0033371	-0.040893	0.003191	-0.16064	-0.020312	0.41346	0.0081959	-0.077078	-0.00055444	-0.0022168	0.012286	-0.00013862	-0.12668	0.00080461	-0.81277	-0.32205	
Deletion Peak  2 - CN values	2p25.3  	chr2:1-3382243(probes 23151:23470)                   	chr2:766428-965805(probes 23184:23202)                	chr2:1-2581139(probes 23151:23372)                   	0.077767	     0.0736		Actual Copy Change Given	-0.0056757	0.019223	0.012371	-0.00082489	-0.00055444	-0.00069303	0.4034	-0.032041	0.026373	-0.70641	0.0026357	0.049398	0.017684	-0.66016	0.00013863	-0.018902	-0.38369	-0.14524	0	0.00055459	0	0.0043021	-0.0019399	-0.022332	-0.0077482	-0.01597	0.017612	-0.015529	0.33415	-0.086184	-0.0040162	-0.045906	-0.0016629	-0.2159	0.089561	0.0033299	0.00055459	0.78697	-0.45565	0.00083547	-0.013402	0.010703	0.0065262	-0.7926	-0.0016629	-0.0056757	-0.60022	0.11726	-0.012438	0	-0.75769	0.021463	0.0094491	-0.032178	-0.024579	0.82275	1.1473	0.74746	0.022024	0	0.023706	0.043582	0.0068044	0	-0.029311	0.41245	0.0030537	-0.36156	0.0049969	-0.16324	-1.2929	-0.051081	-0.022038	0	-0.65146	0.0013076	-0.042381	0.010424	-0.15107	-0.041159	0.0083351	0.029606	0.00041593	0.0030522	-0.048342	0.034959	-0.36612	0.00458	-0.011749	0.00043252	0.012655	0.68254	-0.38728	-0.056038	-0.08612	0.015028	-0.039665	-0.0074566	0	0.32122	0.00055459	-0.0011808	0.00013863	0.0041502	0	-0.0083005	-0.1391	-0.004421	-0.031768	0.0024122	0.023566	0.00057229	0.016956	0.0037465	-0.0038779	-0.0027707	0.031577	0	0.0029133	-0.011198	-0.20074	-0.047789	-0.0037221	0.0063871	-0.061017	0.019343	-0.10026	0.017963	-0.0037395	0	0.0012348	-0.83373	-0.30639	-0.013944	0.0029435	0	-0.11548	-0.18534	0.073219	0.014609	-0.22898	-0.013815	0.0054139	0.66346	-0.0014758	-0.00069303	0.0036076	0.094637	0.3206	-0.6578	
Deletion Peak  3 - CN values	2q37.1  	chr2:232681595-232871422(probes 47436:47460)    	chr2:232690973-232790794(probes 47437:47447)    	chr2:226832258-242193529(probes 46752:48450)    	1.6626e-16	 0.00039548		Actual Copy Change Given	-0.023292	-0.29165	-0.40683	0	-0.026804	-0.031086	-0.20985	-0.0008316	-0.052945	-0.0087146	0.0016642	-0.3487	-0.88982	0.0036953	-0.92305	-0.036265	-0.08094	-0.75508	0	-0.9107	0	0.0043021	0.020763	-0.041702	-0.0077482	-0.0091786	-0.0036717	-0.012776	-0.42057	-0.017529	-0.0093116	-0.74281	0.004719	0.016146	-0.061017	-0.0016517	0.023286	-0.26769	-0.019726	0.0029169	-0.037082	-0.61987	-0.041702	-0.090737	-0.0034627	-1.0163	-0.034474	-0.38078	-0.024284	-0.13574	0.0024698	-0.031496	0.0094491	-0.014366	-0.0044861	-0.010232	-0.56236	-0.79394	0.029747	-0.79995	-0.036538	-0.0029091	-0.55647	-0.24131	-0.064643	0.016705	0.00027348	-0.36125	0.0049969	-0.11761	-0.33537	0.0027745	0	0	-0.6385	-0.42195	0.0043021	-0.64434	-0.13899	0.0094491	-0.62941	-0.44555	0.00041593	0.0030522	-0.014228	-0.71256	-0.024248	-0.070269	-0.012428	-0.0041205	-0.012797	-0.77956	0	-0.020412	-0.03095	-0.0091286	-0.23043	-0.92985	-0.0046174	-0.046177	0	-0.14952	-0.0043812	-0.82708	-0.0096708	-0.019675	-1.0399	-0.93975	0.0044338	0.0072217	-0.0077482	0.0026835	-0.89651	0.0037465	-0.73328	-0.63236	-0.060883	0	-0.42963	-0.023977	0.011539	0.0029133	-0.026588	0.0043021	-0.30087	-0.88032	-0.72544	-0.093535	-0.029311	0	0.011539	-0.041159	-0.34595	0.0073701	-0.016014	0	0.082476	0.0024969	0.0041254	-0.47944	-0.87299	0	-0.0076312	-0.0048461	-0.0063184	-0.00069303	0.0036076	-0.0076101	0.28248	-0.33764	
